loan_id,app_id,client_id,product,channel,issue_date,principal,term_months,rate
16778,43185,8335,Кредит наличными,Отделение,2025-11-28,500000,24,27.3
16779,43187,2613,Кредит наличными,Отделение,2025-12-10,1320000,36,27.2
16780,43193,816,POS-кредит,Партнёр (POS),2025-12-15,210000,6,23.0
16781,43194,3011,POS-кредит,Колл-центр,2025-11-29,130000,18,20.3
16782,43199,990,POS-кредит,Онлайн-заявка,2025-12-13,320000,6,20.0
16783,43201,7216,Кредит наличными,Онлайн-заявка,2025-11-27,700000,48,29.5
16784,43204,4128,Кредит наличными,Колл-центр,2025-11-29,2040000,36,28.8
16785,43207,295,POS-кредит,Онлайн-заявка,2025-11-29,280000,6,18.3
16786,43209,520,POS-кредит,Отделение,2025-11-28,430000,12,23.9
16787,43216,2613,Кредит наличными,Отделение,2025-11-23,940000,36,31.4
16788,43217,2680,POS-кредит,Отделение,2025-12-07,230000,6,24.4
16789,43218,1508,POS-кредит,Мобильное приложение,2025-12-18,280000,12,20.1
16790,43219,5900,POS-кредит,Партнёр (POS),2025-11-29,50000,6,17.6
16791,43223,4453,POS-кредит,Отделение,2025-12-17,340000,18,23.4
16792,43226,6508,POS-кредит,Отделение,2025-12-11,270000,6,24.1
16793,43230,3011,POS-кредит,Мобильное приложение,2025-12-08,470000,18,19.9
16794,43234,6005,Кредитная карта,Партнёр (POS),2025-12-17,300000,24,33.6
16795,43237,3739,POS-кредит,Колл-центр,2025-12-02,430000,18,26.5
16796,43238,3705,POS-кредит,Партнёр (POS),2025-11-23,140000,12,21.9
16797,43241,2613,Кредит наличными,Мобильное приложение,2025-11-23,760000,24,26.2
16798,43242,6960,Кредит наличными,Партнёр (POS),2025-12-01,270000,36,33.9
16799,43247,8279,POS-кредит,Партнёр (POS),2025-12-13,120000,18,21.4
16800,43250,6666,Кредит наличными,Онлайн-заявка,2025-12-12,330000,24,27.1
16801,43256,10105,Кредитная карта,Партнёр (POS),2025-11-24,250000,24,28.2
16802,43257,9878,Кредит наличными,Партнёр (POS),2025-12-01,930000,12,26.7
16803,43259,2206,Кредитная карта,Отделение,2025-12-17,470000,12,35.1
16804,43266,6585,Кредит наличными,Отделение,2025-12-08,630000,24,16.7
16805,43271,208,POS-кредит,Партнёр (POS),2025-12-16,140000,18,21.7
16806,43272,295,Кредит наличными,Мобильное приложение,2025-11-24,580000,12,30.1
16807,43273,6153,Кредит наличными,Мобильное приложение,2025-12-07,700000,12,32.9
16808,43278,4607,Кредит наличными,Партнёр (POS),2025-12-18,660000,48,25.3
16809,43279,9597,Кредитная карта,Партнёр (POS),2025-12-12,260000,24,32.0
16810,43282,10134,Кредит наличными,Онлайн-заявка,2025-12-04,1100000,48,28.7
16811,43283,10814,POS-кредит,Онлайн-заявка,2025-12-06,210000,6,24.7
16812,43288,8632,POS-кредит,Отделение,2025-12-02,440000,6,24.7
16813,43292,3674,Кредит наличными,Партнёр (POS),2025-12-13,730000,48,30.9
16814,43294,295,Кредит наличными,Мобильное приложение,2025-12-13,730000,24,24.3
16815,43295,8354,Кредитная карта,Мобильное приложение,2025-11-24,380000,24,33.5
16816,43298,565,POS-кредит,Отделение,2025-11-30,360000,12,17.2
16817,43299,1226,Кредит наличными,Онлайн-заявка,2025-11-27,520000,12,24.5
16818,43304,9868,Кредит наличными,Партнёр (POS),2025-12-16,480000,48,27.5
16819,43308,2817,POS-кредит,Мобильное приложение,2025-12-05,270000,18,22.0
16820,43309,9013,POS-кредит,Мобильное приложение,2025-12-08,250000,18,25.8
16821,43314,642,POS-кредит,Партнёр (POS),2025-12-16,100000,12,20.6
16822,43315,10044,Кредитная карта,Онлайн-заявка,2025-12-06,520000,24,30.7
16823,43320,3011,POS-кредит,Партнёр (POS),2025-11-23,310000,6,27.8
16824,43324,9538,Кредит наличными,Партнёр (POS),2025-12-11,940000,12,30.8
16825,43326,3011,Кредит наличными,Партнёр (POS),2025-11-24,260000,24,28.5
16826,43327,3887,POS-кредит,Мобильное приложение,2025-11-25,260000,12,19.3
16827,43328,11482,Кредит наличными,Мобильное приложение,2025-12-11,1110000,48,25.8
16828,43330,4573,POS-кредит,Колл-центр,2025-11-29,180000,18,26.7
16829,43332,10862,Кредитная карта,Партнёр (POS),2025-12-09,610000,24,33.8
16830,43333,4476,Кредитная карта,Онлайн-заявка,2025-12-08,610000,24,32.2
16831,43335,6956,Кредитная карта,Онлайн-заявка,2025-11-21,590000,24,37.7
16832,43340,4509,Кредит наличными,Онлайн-заявка,2025-12-12,640000,12,22.8
16833,43342,6583,POS-кредит,Отделение,2025-11-21,230000,6,23.6
16834,43343,8607,Кредит наличными,Отделение,2025-12-14,1350000,12,25.5
16835,43345,288,Кредит наличными,Мобильное приложение,2025-12-05,410000,48,26.0
16836,43346,9794,POS-кредит,Партнёр (POS),2025-12-14,190000,12,28.6
16837,43349,5802,Кредитная карта,Онлайн-заявка,2025-11-25,720000,24,37.3
16838,43350,5358,Кредит наличными,Мобильное приложение,2025-12-15,1190000,48,27.0
16839,43352,8199,POS-кредит,Отделение,2025-12-05,170000,12,26.5
16840,43353,10965,POS-кредит,Мобильное приложение,2025-11-22,190000,12,20.0
16841,43364,3856,Кредитная карта,Отделение,2025-12-10,420000,24,30.1
16842,43371,10439,Кредитная карта,Онлайн-заявка,2025-12-05,440000,24,37.7
16843,43375,9618,Кредитная карта,Отделение,2025-12-17,530000,12,33.6
16844,43377,9907,POS-кредит,Отделение,2025-12-08,600000,12,22.3
16845,43381,435,Кредит наличными,Отделение,2025-12-11,600000,24,29.9
16846,43383,9585,Кредитная карта,Колл-центр,2025-12-05,440000,24,30.3
16847,43385,2454,POS-кредит,Партнёр (POS),2025-11-26,180000,18,24.0
16848,43386,4417,POS-кредит,Колл-центр,2025-11-21,120000,12,21.5
16849,43387,6282,POS-кредит,Партнёр (POS),2025-12-14,330000,18,20.7
16850,43388,8840,POS-кредит,Отделение,2025-11-28,130000,12,22.5
16851,43389,11062,POS-кредит,Партнёр (POS),2025-12-16,360000,12,18.3
16852,43391,6437,POS-кредит,Отделение,2025-11-23,100000,6,17.6
16853,43393,6388,POS-кредит,Партнёр (POS),2025-12-17,470000,12,21.8
16854,43395,1436,POS-кредит,Партнёр (POS),2025-11-27,100000,6,20.3
16855,43400,3123,Кредит наличными,Отделение,2025-12-09,740000,24,28.6
16856,43401,269,POS-кредит,Партнёр (POS),2025-12-11,510000,6,25.1
16857,43403,11366,POS-кредит,Отделение,2025-12-17,370000,6,15.1
16858,43404,8664,POS-кредит,Отделение,2025-12-12,310000,18,27.9
16859,43407,2135,POS-кредит,Партнёр (POS),2025-12-14,300000,18,22.5
16860,43410,3011,Кредит наличными,Партнёр (POS),2025-12-03,940000,48,27.0
16861,43413,6597,Кредитная карта,Отделение,2025-11-26,160000,12,33.7
16862,43414,4818,Кредит наличными,Партнёр (POS),2025-11-23,930000,12,25.5
16863,43415,10732,Кредит наличными,Мобильное приложение,2025-12-04,1020000,12,24.8
16864,43418,4421,Кредит наличными,Колл-центр,2025-12-18,850000,12,34.0
16865,43420,6508,POS-кредит,Партнёр (POS),2025-11-26,300000,18,23.9
16866,43421,5372,POS-кредит,Отделение,2025-12-02,160000,6,22.1
16867,43424,6920,Кредит наличными,Мобильное приложение,2025-12-01,950000,12,27.6
16868,43431,4127,POS-кредит,Онлайн-заявка,2025-12-07,180000,18,26.3
16869,43437,7734,Кредит наличными,Онлайн-заявка,2025-12-17,690000,36,23.4
16870,43439,4724,Кредит наличными,Онлайн-заявка,2025-11-21,970000,36,33.1
16871,43441,11009,POS-кредит,Отделение,2025-12-06,220000,6,22.0
16872,43442,295,Кредит наличными,Мобильное приложение,2025-12-07,660000,36,31.5
16873,43443,51,Кредит наличными,Мобильное приложение,2025-11-30,770000,12,28.1
16874,43445,11480,POS-кредит,Мобильное приложение,2025-12-04,150000,6,16.6
16875,43448,9016,Кредит наличными,Мобильное приложение,2025-12-03,1270000,48,23.9
16876,43449,9369,Кредит наличными,Партнёр (POS),2025-12-07,940000,24,30.3
16877,43450,1836,POS-кредит,Отделение,2025-12-16,160000,12,20.3
16878,43451,9400,Кредитная карта,Мобильное приложение,2025-12-07,190000,12,29.6
16879,43454,3208,POS-кредит,Отделение,2025-12-14,50000,18,18.6
16880,43456,8308,Кредит наличными,Мобильное приложение,2025-11-23,500000,36,27.0
16881,43457,7216,Кредит наличными,Мобильное приложение,2025-11-24,940000,36,27.4
16882,43459,11826,POS-кредит,Партнёр (POS),2025-12-15,400000,6,25.2
16883,43461,5011,Кредитная карта,Партнёр (POS),2025-11-25,270000,12,34.4
16884,43465,3471,POS-кредит,Отделение,2025-12-09,50000,12,20.0
16885,43467,11824,Кредитная карта,Отделение,2025-12-10,460000,24,36.2
16886,43470,3023,Кредитная карта,Отделение,2025-11-24,240000,24,30.6
16887,43471,2865,Кредит наличными,Онлайн-заявка,2025-12-16,480000,36,26.6
16888,43472,11800,Кредит наличными,Партнёр (POS),2025-12-15,900000,12,32.6
16889,43474,6502,Кредит наличными,Партнёр (POS),2025-11-23,1280000,36,25.7
16890,43476,3449,Кредитная карта,Онлайн-заявка,2025-11-23,810000,24,37.0
16891,43477,10374,POS-кредит,Онлайн-заявка,2025-12-06,170000,18,24.5
16892,43478,10871,Кредит наличными,Мобильное приложение,2025-12-11,580000,48,30.6
16893,43481,11300,POS-кредит,Мобильное приложение,2025-11-30,440000,18,20.5
16894,43483,11430,Кредитная карта,Онлайн-заявка,2025-12-11,130000,12,39.1
16895,43484,2853,Кредит наличными,Партнёр (POS),2025-12-11,880000,36,32.0
16896,43487,4037,Кредит наличными,Мобильное приложение,2025-12-15,700000,24,29.7
16897,43488,3118,POS-кредит,Партнёр (POS),2025-11-23,240000,18,20.7
16898,43498,2974,POS-кредит,Партнёр (POS),2025-11-25,230000,6,23.8
16899,43501,4868,Кредит наличными,Мобильное приложение,2025-12-07,820000,48,28.2
16900,43502,7377,Кредитная карта,Отделение,2025-12-10,580000,24,32.2
16901,43507,5006,Кредит наличными,Отделение,2025-11-25,680000,48,36.0
16902,43508,2613,Кредит наличными,Партнёр (POS),2025-11-22,910000,24,24.3
16903,43510,10134,Кредит наличными,Партнёр (POS),2025-11-24,560000,12,25.0
16904,43511,7796,POS-кредит,Отделение,2025-11-27,440000,6,28.2
16905,43512,2613,Кредитная карта,Колл-центр,2025-12-03,550000,24,36.2
16906,43514,8928,Кредитная карта,Партнёр (POS),2025-12-05,500000,12,31.3
16907,43515,11928,Кредит наличными,Партнёр (POS),2025-12-13,470000,36,31.6
16908,43516,2221,Кредитная карта,Партнёр (POS),2025-11-28,630000,24,31.9
16909,43517,10340,POS-кредит,Отделение,2025-12-09,140000,6,19.6
16910,43518,7147,Кредит наличными,Колл-центр,2025-11-30,580000,12,27.1
16911,43520,2613,POS-кредит,Колл-центр,2025-12-02,400000,6,13.5
16912,43523,7267,Кредитная карта,Отделение,2025-12-06,280000,24,35.6
16913,43524,6055,Кредитная карта,Мобильное приложение,2025-11-30,650000,12,39.5
16914,43527,11259,POS-кредит,Партнёр (POS),2025-12-09,90000,18,26.0
16915,43529,2613,Кредит наличными,Мобильное приложение,2025-12-01,970000,12,29.5
16916,43531,10325,Кредит наличными,Онлайн-заявка,2025-11-23,340000,48,18.0
16917,43534,6937,Кредитная карта,Онлайн-заявка,2025-12-02,500000,24,30.0
16918,43535,2393,Кредит наличными,Онлайн-заявка,2025-12-07,1070000,24,22.4
16919,43537,8022,POS-кредит,Мобильное приложение,2025-11-27,290000,18,17.3
16920,43543,11844,Кредитная карта,Отделение,2025-11-30,190000,24,32.3
16921,43548,1672,POS-кредит,Отделение,2025-11-30,170000,18,23.2
16922,43551,5360,Кредит наличными,Партнёр (POS),2025-11-27,1150000,12,24.0
16923,43553,3393,Кредитная карта,Отделение,2025-12-18,520000,24,34.0
16924,43554,7578,Кредит наличными,Отделение,2025-11-21,1300000,36,30.8
16925,43557,7439,Кредит наличными,Отделение,2025-12-09,360000,36,33.8
16926,43559,1367,Кредит наличными,Онлайн-заявка,2025-11-22,950000,48,30.2
16927,43563,1756,Кредит наличными,Партнёр (POS),2025-12-05,1110000,12,28.4
16928,43565,4059,Кредит наличными,Отделение,2025-12-09,1400000,12,26.1
16929,43571,4495,POS-кредит,Онлайн-заявка,2025-12-06,220000,6,22.4
16930,43574,11172,Кредит наличными,Отделение,2025-12-06,920000,48,30.2
16931,43576,10767,Кредит наличными,Мобильное приложение,2025-12-03,1510000,24,31.3
16932,43578,9470,Кредитная карта,Колл-центр,2025-12-09,640000,12,38.8
16933,43583,10644,Кредитная карта,Мобильное приложение,2025-11-29,190000,12,33.0
16934,43584,7638,Кредитная карта,Онлайн-заявка,2025-12-01,560000,24,40.4
16935,43585,2613,Кредит наличными,Мобильное приложение,2025-12-08,470000,24,27.2
16936,43589,2752,POS-кредит,Отделение,2025-11-22,260000,6,24.6
16937,43593,10240,Кредитная карта,Мобильное приложение,2025-12-11,490000,12,34.1
16938,43599,9771,Кредит наличными,Партнёр (POS),2025-12-10,790000,36,22.0
16939,43600,9814,POS-кредит,Онлайн-заявка,2025-12-05,270000,12,18.2
16940,43608,8404,POS-кредит,Онлайн-заявка,2025-12-08,560000,12,20.5
16941,43609,8160,Кредит наличными,Отделение,2025-12-11,1030000,24,26.3
16942,43610,5065,POS-кредит,Онлайн-заявка,2025-11-27,190000,18,23.1
16943,43613,9869,Кредит наличными,Партнёр (POS),2025-11-21,650000,36,29.0
16944,43614,6448,Кредитная карта,Отделение,2025-11-27,540000,24,40.5
16945,43618,4573,POS-кредит,Партнёр (POS),2025-12-17,210000,12,21.6
16946,43623,21,POS-кредит,Отделение,2025-12-14,310000,6,14.7
16947,43624,4749,Кредитная карта,Партнёр (POS),2025-11-27,240000,12,26.6
16948,43630,4537,POS-кредит,Отделение,2025-12-09,150000,18,20.6
16949,43632,10238,POS-кредит,Мобильное приложение,2025-12-11,230000,12,23.6
16950,43633,3537,Кредитная карта,Отделение,2025-12-04,520000,24,31.9
16951,43635,10814,POS-кредит,Онлайн-заявка,2025-11-25,360000,12,17.2
16952,43636,4823,POS-кредит,Отделение,2025-12-10,370000,12,28.5
16953,43637,8677,POS-кредит,Партнёр (POS),2025-12-04,260000,6,20.8
16954,43638,1397,Кредитная карта,Мобильное приложение,2025-11-27,440000,24,34.1
16955,43639,9147,POS-кредит,Отделение,2025-12-05,210000,12,20.6
16956,43644,7171,Кредит наличными,Онлайн-заявка,2025-12-02,50000,24,27.5
16957,43646,7890,POS-кредит,Партнёр (POS),2025-11-29,170000,12,22.5
16958,43650,6473,POS-кредит,Отделение,2025-12-06,360000,18,23.3
16959,43652,7606,POS-кредит,Отделение,2025-12-12,200000,6,21.3
16960,43653,6438,Кредитная карта,Мобильное приложение,2025-12-09,420000,12,34.1
16961,43656,3556,Кредит наличными,Отделение,2025-12-10,870000,24,33.6
16962,43658,7282,Кредитная карта,Партнёр (POS),2025-12-18,70000,24,28.7
16963,43660,7581,POS-кредит,Отделение,2025-12-04,370000,6,28.5
16964,43663,8393,POS-кредит,Партнёр (POS),2025-12-01,190000,18,24.1
16965,43667,8329,POS-кредит,Отделение,2025-11-27,300000,12,18.7
16966,43668,3008,Кредит наличными,Мобильное приложение,2025-12-08,1230000,36,25.1
16967,43672,7638,Кредитная карта,Отделение,2025-11-25,310000,12,32.6
16968,43675,4311,Кредитная карта,Отделение,2025-12-04,480000,24,32.5
16969,43677,2655,POS-кредит,Онлайн-заявка,2025-11-24,160000,6,20.3
16970,43683,8829,POS-кредит,Онлайн-заявка,2025-11-21,170000,6,24.4
16971,43685,11548,Кредит наличными,Мобильное приложение,2025-12-10,460000,24,32.4
16972,43687,6437,POS-кредит,Отделение,2025-12-13,220000,6,23.4
16973,43688,1937,POS-кредит,Отделение,2025-11-28,360000,6,18.3
16974,43689,5038,Кредит наличными,Мобильное приложение,2025-12-13,410000,24,33.9
16975,43694,4412,POS-кредит,Партнёр (POS),2025-12-17,360000,6,20.3
16976,43695,3286,POS-кредит,Отделение,2025-12-15,350000,12,22.7
16977,43702,4022,Кредитная карта,Партнёр (POS),2025-12-01,400000,24,35.5
16978,43704,8389,POS-кредит,Партнёр (POS),2025-11-30,470000,18,19.2
16979,43705,4002,Кредитная карта,Онлайн-заявка,2025-12-04,610000,12,29.6
16980,43706,9432,Кредит наличными,Колл-центр,2025-12-18,170000,48,26.5
16981,43707,8216,Кредит наличными,Колл-центр,2025-11-21,1020000,12,36.9
16982,43709,2080,Кредит наличными,Партнёр (POS),2025-12-05,1190000,36,30.3
16983,43710,2613,Кредит наличными,Отделение,2025-11-28,1110000,48,28.6
16984,43711,2117,POS-кредит,Мобильное приложение,2025-12-17,240000,18,18.7
16985,43713,16,Кредитная карта,Партнёр (POS),2025-11-23,700000,12,33.7
16986,43714,280,Кредитная карта,Мобильное приложение,2025-11-23,440000,12,35.1
16987,43715,3011,Кредит наличными,Партнёр (POS),2025-11-28,500000,24,26.4
16988,43720,2008,POS-кредит,Онлайн-заявка,2025-11-23,60000,18,21.8
16989,43722,2613,Кредит наличными,Мобильное приложение,2025-12-18,720000,36,28.5
16990,43725,2613,Кредит наличными,Мобильное приложение,2025-12-16,740000,48,24.9
16991,43726,7755,Кредитная карта,Отделение,2025-11-23,330000,24,29.3
16992,43728,7452,Кредитная карта,Онлайн-заявка,2025-11-28,890000,24,36.1
16993,43729,1821,Кредитная карта,Партнёр (POS),2025-12-06,490000,24,30.0
16994,43733,954,Кредит наличными,Отделение,2025-12-17,910000,12,19.7
16995,43735,4765,Кредитная карта,Отделение,2025-12-12,530000,24,36.3
16996,43737,6282,POS-кредит,Партнёр (POS),2025-11-22,160000,12,24.9
16997,43739,9795,POS-кредит,Мобильное приложение,2025-12-03,170000,6,19.5
16998,43748,2613,Кредит наличными,Мобильное приложение,2025-12-16,850000,36,28.2
16999,43750,8336,Кредит наличными,Онлайн-заявка,2025-12-09,580000,36,29.4
17000,43751,8120,Кредит наличными,Онлайн-заявка,2025-12-05,1070000,12,25.2
17001,43754,1106,POS-кредит,Мобильное приложение,2025-12-09,140000,6,22.6
17002,43758,5226,POS-кредит,Мобильное приложение,2025-12-16,300000,12,22.7
17003,43759,5943,POS-кредит,Колл-центр,2025-11-25,300000,12,21.8
17004,43760,1786,Кредитная карта,Отделение,2025-12-08,370000,24,40.0
17005,43762,9932,POS-кредит,Отделение,2025-12-02,330000,18,22.2
17006,43768,6290,Кредитная карта,Отделение,2025-11-24,580000,12,30.6
17007,43775,1365,Кредитная карта,Онлайн-заявка,2025-12-11,480000,24,35.6
17008,43778,464,POS-кредит,Партнёр (POS),2025-12-08,230000,18,22.9
17009,43779,2758,Кредитная карта,Онлайн-заявка,2025-12-16,490000,12,29.0
17010,43780,7089,Кредитная карта,Партнёр (POS),2025-12-06,480000,12,36.5
17011,43784,2882,Кредитная карта,Отделение,2025-12-17,630000,12,35.7
17012,43785,8193,POS-кредит,Мобильное приложение,2025-11-27,300000,6,22.4
17013,43788,1088,POS-кредит,Онлайн-заявка,2025-12-08,120000,6,23.9
17014,43791,11071,Кредит наличными,Партнёр (POS),2025-12-01,1080000,36,23.6
17015,43795,4453,POS-кредит,Мобильное приложение,2025-12-03,320000,12,23.2
17016,43801,3307,POS-кредит,Партнёр (POS),2025-11-24,240000,12,20.6
17017,43805,295,Кредит наличными,Мобильное приложение,2025-11-28,840000,12,22.0
17018,43807,2319,Кредит наличными,Онлайн-заявка,2025-11-26,730000,24,22.1
17019,43811,59,POS-кредит,Отделение,2025-12-03,170000,12,28.2
17020,43815,10814,Кредит наличными,Мобильное приложение,2025-12-07,520000,12,27.6
17021,43818,8840,POS-кредит,Онлайн-заявка,2025-11-28,320000,6,19.6
17022,43825,9972,POS-кредит,Отделение,2025-12-01,240000,18,20.9
17023,43826,11084,Кредитная карта,Отделение,2025-12-10,420000,12,28.4
17024,43827,1836,POS-кредит,Мобильное приложение,2025-11-29,300000,12,23.1
17025,43830,11373,Кредитная карта,Мобильное приложение,2025-12-13,590000,24,34.8
17026,43831,10965,POS-кредит,Отделение,2025-12-06,250000,12,23.4
17027,43835,2613,Кредит наличными,Онлайн-заявка,2025-12-07,630000,36,28.0
17028,43841,2866,POS-кредит,Отделение,2025-12-13,290000,12,29.3
17029,43849,2103,POS-кредит,Отделение,2025-12-03,280000,12,24.1
17030,43851,5695,Кредитная карта,Отделение,2025-12-07,610000,12,35.8
17031,43853,7660,Кредитная карта,Онлайн-заявка,2025-12-06,300000,12,35.8
17032,43857,7874,POS-кредит,Партнёр (POS),2025-12-12,160000,18,24.4
17033,43861,5003,Кредит наличными,Партнёр (POS),2025-12-18,810000,36,24.0
17034,43863,2613,Кредит наличными,Мобильное приложение,2025-11-27,510000,36,30.3
17035,43864,4770,POS-кредит,Отделение,2025-11-29,370000,6,25.9
17036,43865,8847,Кредитная карта,Мобильное приложение,2025-12-14,410000,24,33.2
17037,43866,6337,Кредитная карта,Мобильное приложение,2025-12-13,340000,12,37.3
17038,43867,6682,POS-кредит,Мобильное приложение,2025-12-06,260000,18,20.1
17039,43870,10694,Кредитная карта,Отделение,2025-11-30,720000,24,33.5
17040,43873,6502,Кредит наличными,Мобильное приложение,2025-11-27,1260000,36,31.4
17041,43881,1230,Кредитная карта,Отделение,2025-12-14,290000,24,28.5
17042,43884,295,Кредитная карта,Партнёр (POS),2025-12-03,770000,12,31.1
17043,43885,5427,Кредитная карта,Партнёр (POS),2025-11-26,330000,12,35.9
17044,43894,97,POS-кредит,Отделение,2025-12-02,240000,18,27.5
17045,43897,1879,Кредитная карта,Мобильное приложение,2025-12-03,50000,12,34.7
17046,43899,11373,Кредит наличными,Онлайн-заявка,2025-12-13,1680000,24,22.8
17047,43900,11821,Кредитная карта,Партнёр (POS),2025-12-06,730000,24,34.9
17048,43901,6561,POS-кредит,Отделение,2025-12-17,220000,6,21.6
17049,43903,6702,Кредит наличными,Колл-центр,2025-12-15,1030000,48,32.2
17050,43905,9811,Кредитная карта,Партнёр (POS),2025-12-10,220000,12,36.6
17051,43910,6240,POS-кредит,Мобильное приложение,2025-12-07,330000,18,25.7
17052,43912,8327,POS-кредит,Отделение,2025-12-11,240000,12,19.4
17053,43913,11107,Кредитная карта,Мобильное приложение,2025-11-27,270000,12,32.6
17054,43917,10676,Кредитная карта,Мобильное приложение,2025-11-30,460000,24,30.0
17055,43918,6420,Кредитная карта,Отделение,2025-11-22,570000,24,33.1
17056,43920,9369,Кредит наличными,Партнёр (POS),2025-12-05,440000,24,28.5
17057,43923,11207,Кредит наличными,Отделение,2025-12-13,650000,36,34.5
17058,43928,97,POS-кредит,Партнёр (POS),2025-11-29,220000,12,27.1
17059,43929,11924,POS-кредит,Партнёр (POS),2025-11-23,200000,6,24.4
17060,43930,8665,Кредитная карта,Партнёр (POS),2025-12-06,380000,12,36.4
17061,43933,11668,POS-кредит,Партнёр (POS),2025-12-14,320000,12,20.5
17062,43938,8839,POS-кредит,Отделение,2025-12-07,140000,6,22.5
17063,43941,6495,Кредит наличными,Онлайн-заявка,2025-11-27,940000,12,22.7
17064,43942,7074,POS-кредит,Онлайн-заявка,2025-12-03,410000,6,21.1
17065,43943,2274,Кредитная карта,Отделение,2025-11-23,210000,24,33.1
17066,43944,4223,Кредит наличными,Мобильное приложение,2025-11-30,420000,48,28.9
17067,43945,10164,Кредитная карта,Мобильное приложение,2025-11-25,460000,12,32.8
17068,43946,1218,Кредитная карта,Партнёр (POS),2025-11-21,210000,24,35.4
17069,43948,2848,Кредит наличными,Онлайн-заявка,2025-12-11,630000,12,26.1
17070,43949,1847,POS-кредит,Онлайн-заявка,2025-12-03,50000,12,25.4
17071,43950,11564,POS-кредит,Отделение,2025-11-22,320000,12,18.3
17072,43951,1612,Кредитная карта,Мобильное приложение,2025-12-05,630000,24,28.7
17073,43963,4540,Кредитная карта,Отделение,2025-12-18,510000,12,41.5
17074,43966,4062,POS-кредит,Партнёр (POS),2025-11-28,280000,12,19.6
17075,43967,4164,POS-кредит,Отделение,2025-12-18,350000,6,21.4
17076,43969,7464,Кредит наличными,Мобильное приложение,2025-11-26,150000,36,25.8
17077,43971,5032,Кредит наличными,Партнёр (POS),2025-12-14,1100000,24,25.5
17078,43973,8922,Кредит наличными,Онлайн-заявка,2025-12-17,1710000,12,30.7
17079,43977,11162,Кредит наличными,Отделение,2025-11-23,1210000,24,25.1
17080,43979,9147,Кредит наличными,Партнёр (POS),2025-12-13,660000,48,22.8
17081,43980,3510,Кредит наличными,Партнёр (POS),2025-12-02,990000,48,23.1
17082,43982,5736,POS-кредит,Онлайн-заявка,2025-11-28,60000,12,24.9
17083,43983,2541,Кредит наличными,Мобильное приложение,2025-12-10,1300000,48,26.5
17084,43984,3899,Кредит наличными,Онлайн-заявка,2025-12-02,1370000,12,26.2
17085,43987,11303,POS-кредит,Партнёр (POS),2025-12-16,380000,18,21.9
17086,43997,399,POS-кредит,Отделение,2025-11-21,190000,18,28.8
17087,43998,10495,Кредит наличными,Отделение,2025-12-16,710000,24,29.6
17088,44000,3673,Кредит наличными,Онлайн-заявка,2025-11-26,1020000,36,32.0
17089,44003,464,POS-кредит,Партнёр (POS),2025-11-27,120000,18,20.8
17090,44006,1618,Кредитная карта,Отделение,2025-12-12,450000,12,32.0
17091,44009,816,POS-кредит,Отделение,2025-11-29,310000,6,24.0
17092,44012,9369,Кредитная карта,Отделение,2025-12-13,470000,12,36.8
17093,44014,295,Кредит наличными,Колл-центр,2025-11-30,680000,12,29.0
17094,44016,7331,POS-кредит,Мобильное приложение,2025-12-13,410000,18,20.0
17095,44018,721,Кредит наличными,Партнёр (POS),2025-12-03,1080000,48,29.4
17096,44020,7008,Кредит наличными,Партнёр (POS),2025-12-15,220000,48,21.4
17097,44022,2465,POS-кредит,Отделение,2025-12-11,270000,6,20.2
17098,44023,7115,POS-кредит,Партнёр (POS),2025-11-29,90000,18,21.1
17099,44026,4017,Кредит наличными,Онлайн-заявка,2025-12-08,1190000,12,30.0
17100,44027,1933,Кредит наличными,Мобильное приложение,2025-11-23,1150000,24,27.6
17101,44028,8818,Кредитная карта,Отделение,2025-12-11,570000,12,35.0
17102,44030,4867,Кредитная карта,Отделение,2025-12-14,250000,12,35.1
17103,44031,9552,Кредитная карта,Онлайн-заявка,2025-12-17,410000,24,32.8
17104,44032,4713,Кредитная карта,Отделение,2025-12-16,110000,12,33.2
17105,44034,7576,Кредит наличными,Онлайн-заявка,2025-11-21,590000,48,33.1
17106,44035,412,Кредит наличными,Партнёр (POS),2025-11-24,570000,48,32.5
17107,44037,10866,Кредит наличными,Онлайн-заявка,2025-12-02,870000,36,27.4
17108,44041,3957,Кредитная карта,Мобильное приложение,2025-12-08,410000,24,27.6
17109,44042,4837,POS-кредит,Партнёр (POS),2025-11-27,80000,6,18.9
17110,44045,9720,POS-кредит,Отделение,2025-11-29,160000,12,20.1
17111,44047,428,Кредитная карта,Отделение,2025-11-28,500000,12,35.3
17112,44048,2532,POS-кредит,Отделение,2025-12-01,250000,18,19.8
17113,44050,11437,Кредитная карта,Отделение,2025-12-08,50000,12,32.9
17114,44051,2613,Кредит наличными,Мобильное приложение,2025-12-12,1140000,12,30.5
17115,44057,6136,Кредитная карта,Партнёр (POS),2025-12-04,110000,24,33.6
17116,44058,9868,Кредит наличными,Партнёр (POS),2025-11-26,970000,24,31.9
17117,44060,3361,POS-кредит,Онлайн-заявка,2025-11-29,200000,12,25.4
17118,44062,295,Кредит наличными,Партнёр (POS),2025-12-09,710000,48,17.6
17119,44064,404,Кредит наличными,Колл-центр,2025-11-24,120000,12,23.9
17120,44065,9874,Кредитная карта,Партнёр (POS),2025-12-15,460000,12,35.9
17121,44066,4029,POS-кредит,Отделение,2025-12-17,190000,18,21.3
17122,44068,9601,Кредит наличными,Колл-центр,2025-12-04,50000,36,31.7
