app_id,client_id,apply_date,channel,product,requested_amount,decision,reject_reason,approved_amount,is_issued
35733,6898,2025-07-29,Партнёр (POS),Кредитная карта,330000,Одобрено,,230000,1
35734,1243,2025-08-11,Колл-центр,POS-кредит,320000,Одобрено,,180000,1
35735,10636,2025-08-07,Партнёр (POS),Кредитная карта,620000,Отказ,Недостаточный подтверждённый доход,0,0
35736,1456,2025-08-14,Отделение,POS-кредит,310000,Отказ,Низкий скоринговый балл,0,0
35737,7860,2025-07-29,Онлайн-заявка,POS-кредит,330000,Одобрено,,330000,0
35738,4713,2025-08-06,Партнёр (POS),Кредитная карта,400000,Одобрено,,400000,1
35739,5328,2025-08-20,Отделение,Кредитная карта,320000,Одобрено,,320000,1
35740,9147,2025-08-08,Онлайн-заявка,POS-кредит,400000,Одобрено,,400000,0
35741,6095,2025-07-30,Партнёр (POS),Кредит наличными,910000,Отказ,Низкий скоринговый балл,0,0
35742,8572,2025-08-15,Отделение,Кредитная карта,700000,Одобрено,,520000,1
35743,6751,2025-07-31,Мобильное приложение,Кредитная карта,530000,Отказ,Недостаточный подтверждённый доход,0,0
35744,3609,2025-08-02,Отделение,Кредитная карта,670000,Отказ,Низкий скоринговый балл,0,0
35745,1096,2025-08-19,Онлайн-заявка,POS-кредит,360000,Отказ,Низкий скоринговый балл,0,0
35746,10767,2025-09-15,Мобильное приложение,Кредит наличными,480000,Отказ,Действующая просрочка,0,0
35747,11800,2025-08-26,Отделение,Кредит наличными,1660000,Одобрено,,860000,1
35748,4262,2025-08-24,Партнёр (POS),Кредит наличными,390000,Отказ,Действующая просрочка,0,0
35749,11888,2025-09-03,Отделение,Кредит наличными,610000,Одобрено,,610000,1
35750,3627,2025-09-12,Партнёр (POS),POS-кредит,300000,Отказ,Низкий скоринговый балл,0,0
35751,10272,2025-09-01,Партнёр (POS),Кредит наличными,680000,Одобрено,,680000,1
35752,6607,2025-09-02,Мобильное приложение,Кредит наличными,1070000,Отказ,Низкий скоринговый балл,0,0
35753,3011,2025-08-30,Мобильное приложение,Кредит наличными,620000,Одобрено,,620000,1
35754,516,2025-09-09,Партнёр (POS),POS-кредит,360000,Одобрено,,360000,1
35755,1592,2025-09-11,Партнёр (POS),POS-кредит,300000,Одобрено,,300000,1
35756,8748,2025-08-26,Отделение,POS-кредит,240000,Отказ,Высокая долговая нагрузка,0,0
35757,2613,2025-08-28,Мобильное приложение,Кредит наличными,1100000,Отказ,Высокая долговая нагрузка,0,0
35758,3717,2025-09-10,Партнёр (POS),Кредит наличными,450000,Одобрено,,450000,1
35759,816,2025-08-25,Мобильное приложение,POS-кредит,260000,Отказ,Высокая долговая нагрузка,0,0
35760,9170,2025-08-24,Онлайн-заявка,POS-кредит,80000,Одобрено,,80000,1
35761,2613,2025-08-25,Отделение,Кредит наличными,660000,Одобрено,,660000,1
35762,3940,2025-09-10,Мобильное приложение,Кредитная карта,210000,Отказ,Недостаточная кредитная история,0,0
35763,4072,2025-09-19,Онлайн-заявка,Кредитная карта,440000,Одобрено,,260000,1
35764,10255,2025-09-11,Отделение,Кредит наличными,990000,Отказ,Недостаточный подтверждённый доход,0,0
35765,693,2025-08-27,Мобильное приложение,POS-кредит,200000,Отказ,Недостаточный подтверждённый доход,0,0
35766,3838,2025-09-15,Партнёр (POS),POS-кредит,450000,Одобрено,,450000,1
35767,7991,2025-09-18,Онлайн-заявка,Кредит наличными,1050000,Отказ,Высокая долговая нагрузка,0,0
35768,1646,2025-08-29,Мобильное приложение,Кредит наличными,1070000,Одобрено,,1070000,0
35769,1864,2025-09-07,Партнёр (POS),POS-кредит,200000,Одобрено,,120000,1
35770,8820,2025-09-06,Мобильное приложение,Кредит наличными,950000,Отказ,Низкий скоринговый балл,0,0
35771,1508,2025-09-12,Онлайн-заявка,Кредит наличными,50000,Одобрено,,50000,0
35772,2613,2025-09-12,Колл-центр,Кредит наличными,1420000,Отказ,Низкий скоринговый балл,0,0
35773,11800,2025-09-11,Колл-центр,Кредит наличными,840000,Одобрено,,840000,0
35774,6623,2025-09-16,Мобильное приложение,POS-кредит,360000,Отказ,Высокая долговая нагрузка,0,0
35775,1325,2025-09-05,Отделение,POS-кредит,220000,Одобрено,,220000,1
35776,4713,2025-09-08,Партнёр (POS),Кредитная карта,640000,Одобрено,,490000,1
35777,2776,2025-09-09,Партнёр (POS),Кредит наличными,980000,Отказ,Низкий скоринговый балл,0,0
35778,7913,2025-09-18,Онлайн-заявка,Кредитная карта,230000,Отказ,Недостаточная кредитная история,0,0
35779,2861,2025-09-19,Партнёр (POS),Кредитная карта,590000,Одобрено,,500000,1
35780,1736,2025-08-23,Онлайн-заявка,POS-кредит,450000,Одобрено,,300000,1
35781,6075,2025-09-04,Отделение,Кредитная карта,580000,Одобрено,,580000,1
35782,7352,2025-08-25,Отделение,Кредитная карта,760000,Одобрено,,760000,1
35783,3200,2025-08-23,Отделение,Кредитная карта,520000,Одобрено,,520000,1
35784,5531,2025-09-17,Колл-центр,POS-кредит,260000,Одобрено,,210000,0
35785,9801,2025-09-03,Мобильное приложение,Кредитная карта,430000,Одобрено,,360000,1
35786,5237,2025-09-19,Партнёр (POS),POS-кредит,340000,Одобрено,,340000,1
35787,7704,2025-09-04,Колл-центр,Кредит наличными,1270000,Отказ,Недостаточный подтверждённый доход,0,0
35788,1836,2025-09-12,Онлайн-заявка,POS-кредит,190000,Одобрено,,120000,1
35789,11033,2025-08-28,Мобильное приложение,POS-кредит,250000,Отказ,Высокая долговая нагрузка,0,0
35790,662,2025-09-06,Мобильное приложение,POS-кредит,280000,Одобрено,,280000,1
35791,3981,2025-09-11,Мобильное приложение,Кредитная карта,980000,Одобрено,,980000,1
35792,3094,2025-09-12,Мобильное приложение,Кредит наличными,630000,Отказ,Низкий скоринговый балл,0,0
35793,7352,2025-09-02,Партнёр (POS),Кредитная карта,750000,Одобрено,,430000,0
35794,2613,2025-09-11,Отделение,Кредит наличными,420000,Одобрено,,420000,1
35795,3097,2025-08-23,Онлайн-заявка,Кредит наличными,890000,Отказ,Действующая просрочка,0,0
35796,6185,2025-09-02,Партнёр (POS),Кредитная карта,210000,Одобрено,,210000,1
35797,2560,2025-09-05,Онлайн-заявка,Кредитная карта,660000,Отказ,Действующая просрочка,0,0
35798,872,2025-08-25,Мобильное приложение,Кредит наличными,50000,Отказ,Высокая долговая нагрузка,0,0
35799,7089,2025-09-03,Мобильное приложение,Кредитная карта,770000,Одобрено,,690000,1
35800,3715,2025-08-25,Онлайн-заявка,Кредит наличными,1130000,Отказ,Недостаточная кредитная история,0,0
35801,6572,2025-09-13,Онлайн-заявка,POS-кредит,280000,Одобрено,,280000,1
35802,295,2025-08-26,Мобильное приложение,Кредит наличными,160000,Отказ,Низкий скоринговый балл,0,0
35803,718,2025-09-06,Мобильное приложение,Кредитная карта,430000,Одобрено,,430000,1
35804,5124,2025-09-13,Онлайн-заявка,Кредит наличными,780000,Отказ,Высокая долговая нагрузка,0,0
35805,3097,2025-09-07,Мобильное приложение,Кредитная карта,530000,Отказ,Низкий скоринговый балл,0,0
35806,8850,2025-08-30,Колл-центр,POS-кредит,470000,Одобрено,,330000,1
35807,1444,2025-09-07,Отделение,Кредит наличными,930000,Одобрено,,930000,1
35808,1138,2025-09-06,Онлайн-заявка,Кредитная карта,270000,Одобрено,,270000,1
35809,3767,2025-08-25,Онлайн-заявка,Кредит наличными,50000,Отказ,Высокая долговая нагрузка,0,0
35810,6531,2025-09-18,Мобильное приложение,Кредит наличными,730000,Одобрено,,530000,1
35811,5254,2025-09-06,Мобильное приложение,POS-кредит,350000,Отказ,Недостаточный подтверждённый доход,0,0
35812,2613,2025-09-12,Онлайн-заявка,Кредит наличными,1230000,Отказ,Недостаточный подтверждённый доход,0,0
35813,2613,2025-09-15,Мобильное приложение,Кредит наличными,460000,Одобрено,,460000,1
35814,2927,2025-09-08,Отделение,Кредитная карта,330000,Отказ,Недостаточный подтверждённый доход,0,0
35815,411,2025-09-17,Партнёр (POS),POS-кредит,240000,Отказ,Действующая просрочка,0,0
35816,1957,2025-09-12,Партнёр (POS),POS-кредит,460000,Отказ,Низкий скоринговый балл,0,0
35817,1836,2025-09-13,Отделение,POS-кредит,290000,Одобрено,,290000,1
35818,2613,2025-09-08,Колл-центр,Кредит наличными,910000,Одобрено,,470000,0
35819,8214,2025-08-28,Отделение,Кредитная карта,130000,Одобрено,,130000,1
35820,2150,2025-08-29,Колл-центр,Кредит наличными,1640000,Отказ,Высокая долговая нагрузка,0,0
35821,10738,2025-09-15,Отделение,POS-кредит,350000,Отказ,Недостаточная кредитная история,0,0
35822,8764,2025-09-09,Онлайн-заявка,Кредит наличными,1340000,Одобрено,,1340000,1
35823,3242,2025-09-16,Онлайн-заявка,Кредитная карта,320000,Одобрено,,320000,0
35824,10948,2025-09-02,Отделение,Кредитная карта,540000,Отказ,Недостаточный подтверждённый доход,0,0
35825,11107,2025-09-10,Партнёр (POS),Кредитная карта,440000,Одобрено,,440000,1
35826,6508,2025-09-10,Партнёр (POS),POS-кредит,190000,Отказ,Низкий скоринговый балл,0,0
35827,1479,2025-08-24,Онлайн-заявка,Кредит наличными,880000,Отказ,Низкий скоринговый балл,0,0
35828,646,2025-08-23,Мобильное приложение,Кредитная карта,590000,Одобрено,,590000,1
35829,6956,2025-08-27,Партнёр (POS),Кредитная карта,480000,Отказ,Недостаточный подтверждённый доход,0,0
35830,8457,2025-08-30,Онлайн-заявка,Кредитная карта,220000,Отказ,Низкий скоринговый балл,0,0
35831,6191,2025-08-29,Мобильное приложение,Кредитная карта,410000,Одобрено,,410000,0
35832,11020,2025-08-28,Колл-центр,POS-кредит,250000,Отказ,Недостаточный подтверждённый доход,0,0
35833,10455,2025-09-06,Мобильное приложение,Кредитная карта,260000,Одобрено,,260000,1
35834,5320,2025-08-25,Онлайн-заявка,POS-кредит,50000,Одобрено,,50000,0
35835,10558,2025-09-05,Мобильное приложение,Кредитная карта,560000,Отказ,Несоответствие политике банка,0,0
35836,9868,2025-09-19,Мобильное приложение,Кредит наличными,570000,Одобрено,,570000,1
35837,1836,2025-09-17,Колл-центр,POS-кредит,440000,Отказ,Низкий скоринговый балл,0,0
35838,6419,2025-09-14,Партнёр (POS),Кредит наличными,1380000,Отказ,Недостаточный подтверждённый доход,0,0
35839,7687,2025-09-17,Мобильное приложение,Кредитная карта,80000,Одобрено,,70000,1
35840,6285,2025-08-28,Колл-центр,POS-кредит,350000,Отказ,Низкий скоринговый балл,0,0
35841,10280,2025-09-11,Партнёр (POS),Кредит наличными,1630000,Отказ,Высокая долговая нагрузка,0,0
35842,7401,2025-09-17,Онлайн-заявка,Кредитная карта,450000,Одобрено,,450000,1
35843,7698,2025-09-09,Мобильное приложение,Кредитная карта,170000,Одобрено,,170000,0
35844,2484,2025-09-15,Отделение,Кредит наличными,920000,Отказ,Низкий скоринговый балл,0,0
35845,4685,2025-08-23,Отделение,POS-кредит,340000,Отказ,Недостаточный подтверждённый доход,0,0
35846,11102,2025-09-14,Онлайн-заявка,POS-кредит,100000,Отказ,Недостаточный подтверждённый доход,0,0
35847,3956,2025-09-02,Мобильное приложение,Кредит наличными,690000,Одобрено,,690000,1
35848,7163,2025-08-28,Отделение,Кредитная карта,700000,Одобрено,,590000,1
35849,1764,2025-08-30,Онлайн-заявка,Кредит наличными,760000,Отказ,Несоответствие политике банка,0,0
35850,4464,2025-09-14,Мобильное приложение,Кредит наличными,1230000,Отказ,Недостаточный подтверждённый доход,0,0
35851,1482,2025-09-18,Колл-центр,POS-кредит,170000,Отказ,Недостаточный подтверждённый доход,0,0
35852,5609,2025-09-13,Партнёр (POS),Кредит наличными,1170000,Одобрено,,1170000,1
35853,10587,2025-09-17,Онлайн-заявка,Кредитная карта,520000,Отказ,Высокая долговая нагрузка,0,0
35854,9964,2025-09-16,Колл-центр,Кредит наличными,420000,Одобрено,,420000,0
35855,8782,2025-08-31,Партнёр (POS),Кредит наличными,1910000,Одобрено,,1190000,1
35856,5998,2025-09-06,Колл-центр,Кредит наличными,880000,Отказ,Недостаточный подтверждённый доход,0,0
35857,8813,2025-09-13,Колл-центр,Кредитная карта,150000,Одобрено,,150000,1
35858,4109,2025-09-11,Онлайн-заявка,Кредитная карта,500000,Отказ,Недостаточный подтверждённый доход,0,0
35859,2613,2025-09-06,Отделение,Кредит наличными,1850000,Отказ,Недостаточная кредитная история,0,0
35860,4327,2025-08-27,Отделение,POS-кредит,480000,Одобрено,,400000,1
35861,7658,2025-09-08,Онлайн-заявка,Кредит наличными,1090000,Отказ,Низкий скоринговый балл,0,0
35862,7559,2025-09-17,Онлайн-заявка,Кредит наличными,1010000,Отказ,Недостаточный подтверждённый доход,0,0
35863,6598,2025-09-19,Отделение,Кредит наличными,800000,Отказ,Низкий скоринговый балл,0,0
35864,3603,2025-09-19,Партнёр (POS),POS-кредит,260000,Одобрено,,260000,1
35865,3894,2025-09-11,Мобильное приложение,Кредит наличными,50000,Отказ,Недостаточная кредитная история,0,0
35866,1506,2025-08-24,Мобильное приложение,Кредит наличными,820000,Одобрено,,820000,1
35867,4556,2025-08-31,Мобильное приложение,Кредит наличными,520000,Отказ,Низкий скоринговый балл,0,0
35868,3011,2025-08-30,Отделение,POS-кредит,270000,Отказ,Низкий скоринговый балл,0,0
35869,4754,2025-09-05,Онлайн-заявка,Кредит наличными,270000,Одобрено,,270000,0
35870,1018,2025-09-16,Онлайн-заявка,Кредит наличными,1560000,Отказ,Действующая просрочка,0,0
35871,9040,2025-09-02,Онлайн-заявка,POS-кредит,270000,Отказ,Недостаточный подтверждённый доход,0,0
35872,6366,2025-09-14,Мобильное приложение,POS-кредит,370000,Отказ,Низкий скоринговый балл,0,0
35873,6107,2025-08-27,Партнёр (POS),Кредитная карта,470000,Одобрено,,470000,1
35874,3011,2025-09-05,Партнёр (POS),POS-кредит,130000,Отказ,Высокая долговая нагрузка,0,0
35875,4713,2025-09-12,Партнёр (POS),Кредитная карта,360000,Отказ,Высокая долговая нагрузка,0,0
35876,10767,2025-09-10,Онлайн-заявка,Кредит наличными,550000,Отказ,Низкий скоринговый балл,0,0
35877,7767,2025-09-14,Мобильное приложение,Кредитная карта,670000,Одобрено,,670000,1
35878,1864,2025-08-26,Партнёр (POS),POS-кредит,250000,Одобрено,,250000,1
35879,11071,2025-09-06,Онлайн-заявка,Кредит наличными,710000,Одобрено,,710000,1
35880,2021,2025-09-18,Партнёр (POS),POS-кредит,250000,Одобрено,,250000,1
35881,10066,2025-09-03,Отделение,POS-кредит,290000,Отказ,Действующая просрочка,0,0
35882,3011,2025-09-06,Мобильное приложение,Кредит наличными,1830000,Отказ,Низкий скоринговый балл,0,0
35883,1410,2025-09-02,Отделение,POS-кредит,320000,Одобрено,,210000,1
35884,2501,2025-09-11,Онлайн-заявка,POS-кредит,320000,Одобрено,,230000,1
35885,11598,2025-09-10,Мобильное приложение,Кредит наличными,1340000,Одобрено,,1340000,1
35886,2509,2025-09-10,Мобильное приложение,Кредитная карта,320000,Одобрено,,320000,1
35887,2167,2025-09-08,Онлайн-заявка,Кредитная карта,860000,Отказ,Низкий скоринговый балл,0,0
35888,3008,2025-09-19,Отделение,POS-кредит,140000,Отказ,Высокая долговая нагрузка,0,0
35889,7073,2025-09-15,Колл-центр,POS-кредит,190000,Отказ,Высокая долговая нагрузка,0,0
35890,5648,2025-09-01,Партнёр (POS),POS-кредит,280000,Одобрено,,160000,1
35891,224,2025-09-10,Партнёр (POS),POS-кредит,340000,Одобрено,,340000,1
35892,295,2025-09-08,Колл-центр,Кредит наличными,1360000,Одобрено,,1360000,0
35893,5904,2025-08-25,Колл-центр,Кредитная карта,430000,Отказ,Недостаточная кредитная история,0,0
35894,10799,2025-09-19,Онлайн-заявка,Кредитная карта,590000,Отказ,Высокая долговая нагрузка,0,0
35895,1557,2025-09-07,Отделение,POS-кредит,370000,Отказ,Недостаточный подтверждённый доход,0,0
35896,7238,2025-09-05,Мобильное приложение,POS-кредит,290000,Одобрено,,290000,1
35897,1426,2025-09-15,Отделение,Кредитная карта,620000,Одобрено,,620000,1
35898,7951,2025-09-04,Колл-центр,Кредит наличными,920000,Отказ,Действующая просрочка,0,0
35899,9369,2025-09-14,Партнёр (POS),Кредит наличными,1510000,Одобрено,,1510000,1
35900,3877,2025-09-17,Отделение,Кредитная карта,370000,Отказ,Недостаточный подтверждённый доход,0,0
35901,302,2025-09-14,Мобильное приложение,POS-кредит,310000,Отказ,Высокая долговая нагрузка,0,0
35902,4529,2025-08-29,Отделение,Кредитная карта,800000,Отказ,Низкий скоринговый балл,0,0
35903,8749,2025-09-11,Мобильное приложение,POS-кредит,200000,Одобрено,,110000,0
35904,7313,2025-08-29,Мобильное приложение,POS-кредит,300000,Одобрено,,300000,1
35905,295,2025-08-31,Отделение,Кредит наличными,1100000,Отказ,Высокая долговая нагрузка,0,0
35906,6486,2025-09-13,Онлайн-заявка,POS-кредит,470000,Одобрено,,330000,1
35907,4392,2025-09-11,Онлайн-заявка,Кредитная карта,380000,Одобрено,,380000,0
35908,6600,2025-09-17,Мобильное приложение,Кредит наличными,1270000,Одобрено,,680000,1
35909,3011,2025-09-06,Отделение,Кредит наличными,620000,Одобрено,,520000,1
35910,3110,2025-08-26,Отделение,POS-кредит,240000,Одобрено,,240000,1
35911,2643,2025-09-05,Колл-центр,Кредит наличными,570000,Одобрено,,570000,1
35912,329,2025-09-19,Онлайн-заявка,Кредит наличными,660000,Одобрено,,560000,1
35913,6528,2025-09-14,Мобильное приложение,Кредит наличными,1440000,Одобрено,,1440000,0
35914,9527,2025-08-27,Партнёр (POS),POS-кредит,400000,Одобрено,,400000,1
35915,3355,2025-09-14,Мобильное приложение,Кредит наличными,1840000,Одобрено,,1840000,1
35916,7472,2025-08-23,Партнёр (POS),POS-кредит,160000,Одобрено,,120000,1
35917,4739,2025-08-25,Онлайн-заявка,Кредит наличными,900000,Одобрено,,900000,0
35918,1729,2025-09-10,Мобильное приложение,POS-кредит,60000,Одобрено,,60000,0
35919,10749,2025-09-01,Мобильное приложение,POS-кредит,230000,Отказ,Высокая долговая нагрузка,0,0
35920,7871,2025-09-10,Онлайн-заявка,Кредит наличными,1040000,Отказ,Низкий скоринговый балл,0,0
35921,3011,2025-09-14,Онлайн-заявка,Кредит наличными,640000,Отказ,Недостаточная кредитная история,0,0
35922,6508,2025-09-12,Онлайн-заявка,POS-кредит,180000,Отказ,Недостаточный подтверждённый доход,0,0
35923,1208,2025-09-14,Мобильное приложение,Кредитная карта,350000,Одобрено,,200000,0
35924,6291,2025-08-27,Отделение,POS-кредит,440000,Отказ,Недостаточный подтверждённый доход,0,0
35925,11718,2025-09-08,Отделение,Кредит наличными,1340000,Отказ,Высокая долговая нагрузка,0,0
35926,7321,2025-09-04,Партнёр (POS),Кредит наличными,1590000,Отказ,Низкий скоринговый балл,0,0
35927,21,2025-09-18,Партнёр (POS),POS-кредит,320000,Одобрено,,320000,0
35928,2221,2025-09-12,Отделение,POS-кредит,310000,Отказ,Действующая просрочка,0,0
35929,2613,2025-09-15,Мобильное приложение,Кредит наличными,820000,Отказ,Низкий скоринговый балл,0,0
35930,5814,2025-09-01,Партнёр (POS),Кредитная карта,610000,Отказ,Несоответствие политике банка,0,0
35931,55,2025-09-01,Отделение,Кредитная карта,670000,Одобрено,,670000,1
35932,8177,2025-09-14,Онлайн-заявка,Кредитная карта,450000,Отказ,Недостаточный подтверждённый доход,0,0
35933,10439,2025-09-13,Колл-центр,Кредитная карта,500000,Одобрено,,400000,0
35934,850,2025-09-07,Партнёр (POS),Кредит наличными,1090000,Отказ,Недостаточная кредитная история,0,0
35935,10182,2025-09-12,Мобильное приложение,Кредитная карта,420000,Отказ,Высокая долговая нагрузка,0,0
35936,2613,2025-09-01,Мобильное приложение,Кредит наличными,1000000,Отказ,Высокая долговая нагрузка,0,0
35937,171,2025-09-01,Партнёр (POS),POS-кредит,260000,Отказ,Действующая просрочка,0,0
35938,3167,2025-09-12,Отделение,POS-кредит,390000,Одобрено,,390000,1
35939,9373,2025-08-29,Онлайн-заявка,POS-кредит,290000,Отказ,Недостаточная кредитная история,0,0
35940,1952,2025-08-27,Мобильное приложение,POS-кредит,230000,Отказ,Высокая долговая нагрузка,0,0
35941,4532,2025-08-24,Партнёр (POS),Кредит наличными,1490000,Отказ,Высокая долговая нагрузка,0,0
35942,11800,2025-09-12,Партнёр (POS),POS-кредит,340000,Одобрено,,340000,0
35943,8885,2025-09-10,Онлайн-заявка,POS-кредит,280000,Отказ,Низкий скоринговый балл,0,0
35944,3011,2025-09-04,Онлайн-заявка,Кредит наличными,1710000,Отказ,Высокая долговая нагрузка,0,0
35945,5562,2025-09-08,Онлайн-заявка,Кредит наличными,540000,Отказ,Высокая долговая нагрузка,0,0
35946,2880,2025-08-31,Колл-центр,Кредит наличными,1760000,Отказ,Низкий скоринговый балл,0,0
35947,5817,2025-09-19,Онлайн-заявка,Кредитная карта,440000,Отказ,Недостаточный подтверждённый доход,0,0
35948,2613,2025-09-01,Отделение,Кредит наличными,1030000,Отказ,Недостаточная кредитная история,0,0
35949,9589,2025-09-03,Партнёр (POS),Кредит наличными,510000,Одобрено,,510000,1
35950,9213,2025-09-19,Онлайн-заявка,POS-кредит,140000,Отказ,Недостаточная кредитная история,0,0
35951,1294,2025-09-11,Онлайн-заявка,Кредитная карта,660000,Отказ,Несоответствие политике банка,0,0
35952,7779,2025-08-29,Партнёр (POS),POS-кредит,280000,Одобрено,,210000,1
35953,6789,2025-08-23,Партнёр (POS),POS-кредит,370000,Отказ,Недостаточный подтверждённый доход,0,0
35954,3780,2025-08-23,Партнёр (POS),Кредитная карта,460000,Одобрено,,460000,1
35955,8123,2025-09-03,Отделение,POS-кредит,210000,Одобрено,,210000,0
35956,1987,2025-09-14,Мобильное приложение,POS-кредит,300000,Отказ,Высокая долговая нагрузка,0,0
35957,850,2025-08-26,Мобильное приложение,Кредит наличными,1470000,Одобрено,,1470000,1
35958,8691,2025-09-19,Мобильное приложение,Кредит наличными,780000,Одобрено,,780000,1
35959,5306,2025-08-30,Колл-центр,POS-кредит,300000,Одобрено,,270000,1
35960,3011,2025-09-08,Отделение,Кредит наличными,930000,Отказ,Низкий скоринговый балл,0,0
35961,10129,2025-08-25,Отделение,Кредит наличными,930000,Одобрено,,930000,1
35962,11751,2025-09-12,Мобильное приложение,POS-кредит,190000,Одобрено,,190000,1
35963,6689,2025-09-05,Онлайн-заявка,Кредитная карта,440000,Отказ,Недостаточный подтверждённый доход,0,0
35964,5891,2025-09-18,Онлайн-заявка,POS-кредит,200000,Отказ,Действующая просрочка,0,0
35965,11708,2025-08-24,Мобильное приложение,POS-кредит,190000,Одобрено,,190000,1
35966,2444,2025-09-10,Онлайн-заявка,Кредитная карта,550000,Отказ,Высокая долговая нагрузка,0,0
35967,7316,2025-09-07,Мобильное приложение,Кредит наличными,700000,Отказ,Недостаточная кредитная история,0,0
35968,3623,2025-08-29,Партнёр (POS),POS-кредит,250000,Одобрено,,250000,1
35969,3379,2025-08-29,Отделение,Кредитная карта,470000,Одобрено,,470000,1
35970,1245,2025-09-08,Отделение,Кредит наличными,740000,Одобрено,,440000,1
35971,2458,2025-09-08,Партнёр (POS),Кредитная карта,630000,Отказ,Низкий скоринговый балл,0,0
35972,2221,2025-09-06,Мобильное приложение,Кредитная карта,410000,Одобрено,,410000,1
35973,4547,2025-08-24,Мобильное приложение,Кредитная карта,720000,Одобрено,,720000,0
35974,1836,2025-09-10,Онлайн-заявка,Кредит наличными,410000,Отказ,Действующая просрочка,0,0
35975,1736,2025-08-26,Партнёр (POS),POS-кредит,240000,Отказ,Высокая долговая нагрузка,0,0
35976,9460,2025-09-16,Онлайн-заявка,Кредитная карта,650000,Отказ,Высокая долговая нагрузка,0,0
35977,3011,2025-09-03,Отделение,Кредит наличными,50000,Одобрено,,50000,1
35978,9051,2025-08-27,Мобильное приложение,POS-кредит,390000,Отказ,Низкий скоринговый балл,0,0
35979,906,2025-09-14,Колл-центр,Кредитная карта,250000,Отказ,Недостаточный подтверждённый доход,0,0
35980,11115,2025-08-23,Онлайн-заявка,Кредитная карта,870000,Отказ,Низкий скоринговый балл,0,0
35981,3709,2025-09-06,Отделение,Кредит наличными,750000,Отказ,Низкий скоринговый балл,0,0
35982,6014,2025-09-18,Онлайн-заявка,POS-кредит,210000,Отказ,Низкий скоринговый балл,0,0
35983,8544,2025-09-08,Партнёр (POS),Кредит наличными,1330000,Отказ,Действующая просрочка,0,0
35984,5468,2025-09-10,Отделение,Кредитная карта,600000,Отказ,Действующая просрочка,0,0
35985,7172,2025-09-16,Мобильное приложение,POS-кредит,490000,Отказ,Низкий скоринговый балл,0,0
35986,9845,2025-09-17,Мобильное приложение,POS-кредит,70000,Одобрено,,70000,1
35987,9369,2025-09-14,Онлайн-заявка,POS-кредит,390000,Одобрено,,310000,0
35988,2672,2025-09-18,Отделение,POS-кредит,340000,Одобрено,,340000,1
35989,10439,2025-09-03,Партнёр (POS),POS-кредит,50000,Отказ,Низкий скоринговый балл,0,0
35990,8162,2025-09-19,Онлайн-заявка,Кредит наличными,1380000,Отказ,Высокая долговая нагрузка,0,0
35991,6491,2025-09-14,Мобильное приложение,Кредитная карта,560000,Одобрено,,560000,0
35992,11645,2025-09-03,Онлайн-заявка,POS-кредит,350000,Одобрено,,350000,0
35993,2613,2025-09-09,Колл-центр,Кредитная карта,640000,Отказ,Недостаточная кредитная история,0,0
35994,7306,2025-09-12,Онлайн-заявка,POS-кредит,400000,Отказ,Действующая просрочка,0,0
35995,8497,2025-08-30,Мобильное приложение,POS-кредит,190000,Отказ,Низкий скоринговый балл,0,0
35996,3493,2025-09-07,Партнёр (POS),POS-кредит,490000,Отказ,Низкий скоринговый балл,0,0
35997,8399,2025-09-19,Отделение,Кредит наличными,1010000,Одобрено,,610000,1
35998,3486,2025-09-10,Партнёр (POS),Кредит наличными,1110000,Отказ,Высокая долговая нагрузка,0,0
35999,688,2025-08-26,Онлайн-заявка,POS-кредит,310000,Одобрено,,170000,0
36000,1598,2025-09-09,Отделение,Кредитная карта,450000,Одобрено,,320000,1
36001,8958,2025-08-28,Партнёр (POS),Кредит наличными,1150000,Отказ,Высокая долговая нагрузка,0,0
36002,2610,2025-09-06,Партнёр (POS),Кредит наличными,1280000,Одобрено,,1280000,1
36003,295,2025-08-31,Партнёр (POS),Кредит наличными,680000,Отказ,Низкий скоринговый балл,0,0
36004,4680,2025-09-06,Мобильное приложение,POS-кредит,220000,Одобрено,,220000,1
36005,10814,2025-08-23,Партнёр (POS),Кредит наличными,810000,Отказ,Недостаточный подтверждённый доход,0,0
36006,1893,2025-09-05,Мобильное приложение,POS-кредит,280000,Одобрено,,250000,1
36007,171,2025-09-06,Колл-центр,POS-кредит,270000,Одобрено,,270000,0
36008,2331,2025-08-30,Партнёр (POS),POS-кредит,350000,Одобрено,,290000,1
36009,4633,2025-09-08,Онлайн-заявка,Кредит наличными,560000,Отказ,Высокая долговая нагрузка,0,0
36010,10802,2025-09-08,Мобильное приложение,Кредитная карта,390000,Отказ,Действующая просрочка,0,0
36011,9658,2025-09-13,Партнёр (POS),Кредит наличными,1310000,Одобрено,,1310000,1
36012,10814,2025-08-27,Отделение,Кредит наличными,950000,Отказ,Недостаточная кредитная история,0,0
36013,10439,2025-08-23,Мобильное приложение,Кредитная карта,420000,Одобрено,,420000,1
36014,4470,2025-09-14,Отделение,Кредитная карта,520000,Одобрено,,520000,1
36015,7253,2025-09-06,Отделение,Кредит наличными,930000,Отказ,Высокая долговая нагрузка,0,0
36016,2293,2025-08-23,Мобильное приложение,POS-кредит,260000,Одобрено,,260000,1
36017,11572,2025-09-09,Партнёр (POS),Кредит наличными,740000,Отказ,Высокая долговая нагрузка,0,0
