client_id,age_group,region,income_band,client_since
10880,35-44,Астана,400-700к,2024-10-08
10881,18-24,Астана,400-700к,2020-03-02
10882,45-54,Костанай,400-700к,2020-11-20
10883,35-44,Астана,200-400к,2022-09-17
10884,45-54,Алматы,до 200к,2024-06-15
10885,45-54,Алматы,400-700к,2020-11-06
10886,25-34,Шымкент,400-700к,2024-02-20
10887,35-44,Алматы,до 200к,2022-09-05
10888,45-54,Алматы,400-700к,2024-01-14
10889,25-34,Атырау,700к+,2023-12-06
10890,18-24,Астана,200-400к,2025-01-15
10891,25-34,Шымкент,до 200к,2020-04-26
10892,25-34,Алматы,200-400к,2023-04-16
10893,45-54,Шымкент,200-400к,2022-07-01
10894,25-34,Караганда,200-400к,2021-11-08
10895,35-44,Астана,до 200к,2024-01-21
10896,55+,Астана,400-700к,2023-04-01
10897,25-34,Астана,200-400к,2022-06-07
10898,35-44,Алматы,200-400к,2023-10-24
10899,18-24,Алматы,200-400к,2023-02-22
10900,18-24,Астана,200-400к,2021-12-30
10901,25-34,Алматы,200-400к,2021-11-02
10902,25-34,Алматы,200-400к,2021-05-23
10903,25-34,Алматы,до 200к,2021-08-16
10904,25-34,Атырау,200-400к,2022-09-06
10905,25-34,Астана,до 200к,2020-12-27
10906,18-24,Шымкент,400-700к,2024-12-01
10907,35-44,Шымкент,200-400к,2023-03-09
10908,18-24,Астана,400-700к,2023-06-14
10909,45-54,Астана,200-400к,2023-02-22
10910,45-54,Астана,до 200к,2024-11-29
10911,35-44,Шымкент,до 200к,2024-06-26
10912,35-44,Астана,до 200к,2022-08-08
10913,35-44,Алматы,200-400к,2021-11-19
10914,35-44,Павлодар,400-700к,2025-03-08
10915,55+,Актобе,до 200к,2023-04-14
10916,55+,Алматы,200-400к,2024-05-02
10917,25-34,Павлодар,до 200к,2020-10-05
10918,35-44,Алматы,200-400к,2021-12-10
10919,45-54,Алматы,200-400к,2021-06-13
10920,18-24,Алматы,до 200к,2022-06-15
10921,35-44,Павлодар,до 200к,2022-10-03
10922,35-44,Алматы,400-700к,2025-06-18
10923,35-44,Актобе,200-400к,2020-07-29
10924,25-34,Караганда,200-400к,2025-03-22
10925,25-34,Шымкент,400-700к,2024-06-11
10926,25-34,Астана,до 200к,2022-03-31
10927,35-44,Алматы,400-700к,2021-07-16
10928,45-54,Актобе,400-700к,2024-07-25
10929,45-54,Астана,200-400к,2020-09-29
10930,25-34,Шымкент,200-400к,2024-12-24
10931,25-34,Алматы,200-400к,2025-03-01
10932,45-54,Актобе,400-700к,2021-05-18
10933,35-44,Караганда,до 200к,2023-01-26
10934,35-44,Шымкент,200-400к,2022-11-01
10935,25-34,Астана,200-400к,2024-03-13
10936,18-24,Астана,400-700к,2024-02-23
10937,45-54,Астана,700к+,2025-06-12
10938,35-44,Алматы,до 200к,2020-06-02
10939,25-34,Караганда,200-400к,2024-06-23
10940,45-54,Алматы,200-400к,2024-05-30
10941,35-44,Алматы,200-400к,2024-01-22
10942,45-54,Алматы,до 200к,2021-02-26
10943,25-34,Алматы,200-400к,2024-01-25
10944,25-34,Шымкент,400-700к,2022-08-15
10945,55+,Караганда,700к+,2021-07-12
10946,55+,Астана,400-700к,2022-01-20
10947,55+,Астана,200-400к,2022-04-08
10948,45-54,Шымкент,до 200к,2024-01-20
10949,25-34,Шымкент,до 200к,2021-02-05
10950,25-34,Атырау,200-400к,2021-04-11
10951,25-34,Атырау,200-400к,2022-01-11
10952,55+,Атырау,400-700к,2022-07-21
10953,25-34,Атырау,200-400к,2025-03-07
10954,35-44,Павлодар,до 200к,2021-06-15
10955,45-54,Шымкент,до 200к,2024-12-17
10956,55+,Шымкент,200-400к,2020-04-19
10957,55+,Актобе,200-400к,2022-10-18
10958,35-44,Алматы,до 200к,2024-08-14
10959,25-34,Астана,до 200к,2021-09-13
10960,55+,Павлодар,200-400к,2021-03-25
10961,25-34,Шымкент,200-400к,2023-04-25
10962,25-34,Алматы,700к+,2021-04-09
10963,55+,Астана,400-700к,2020-01-31
10964,35-44,Алматы,до 200к,2020-04-03
10965,35-44,Астана,400-700к,2022-08-15
10966,18-24,Шымкент,200-400к,2022-10-02
10967,35-44,Шымкент,700к+,2020-02-22
10968,55+,Астана,200-400к,2021-06-21
10969,35-44,Алматы,до 200к,2024-02-22
10970,25-34,Астана,до 200к,2023-02-05
10971,35-44,Алматы,700к+,2023-05-08
10972,45-54,Астана,700к+,2023-12-18
10973,45-54,Караганда,200-400к,2024-12-12
10974,25-34,Алматы,200-400к,2020-04-01
10975,35-44,Павлодар,200-400к,2022-08-23
10976,25-34,Караганда,400-700к,2021-02-04
10977,25-34,Алматы,200-400к,2023-08-27
10978,25-34,Астана,до 200к,2022-02-20
10979,35-44,Алматы,200-400к,2020-11-03
10980,35-44,Алматы,200-400к,2024-10-25
10981,25-34,Павлодар,200-400к,2022-10-29
10982,25-34,Караганда,400-700к,2020-08-07
10983,25-34,Актобе,700к+,2021-03-26
10984,18-24,Караганда,до 200к,2024-01-27
10985,35-44,Павлодар,400-700к,2022-07-29
10986,25-34,Павлодар,400-700к,2025-03-22
10987,18-24,Алматы,200-400к,2020-04-10
10988,55+,Алматы,до 200к,2020-06-04
10989,25-34,Астана,200-400к,2023-10-11
10990,45-54,Астана,700к+,2021-10-28
10991,35-44,Шымкент,200-400к,2024-10-14
10992,35-44,Алматы,200-400к,2024-03-19
10993,35-44,Атырау,до 200к,2020-02-15
10994,25-34,Алматы,200-400к,2025-02-13
10995,45-54,Атырау,200-400к,2025-03-21
10996,45-54,Астана,200-400к,2021-05-08
10997,25-34,Алматы,400-700к,2023-05-10
10998,35-44,Атырау,200-400к,2023-07-07
10999,35-44,Астана,до 200к,2020-03-16
11000,45-54,Актобе,до 200к,2024-01-03
11001,45-54,Павлодар,до 200к,2025-04-20
11002,18-24,Алматы,до 200к,2022-03-19
11003,45-54,Алматы,200-400к,2025-05-26
11004,55+,Алматы,400-700к,2023-09-01
11005,35-44,Алматы,200-400к,2024-01-10
11006,18-24,Костанай,400-700к,2023-01-03
11007,45-54,Атырау,700к+,2023-10-15
11008,35-44,Астана,до 200к,2025-02-17
11009,25-34,Караганда,400-700к,2023-03-26
11010,45-54,Павлодар,до 200к,2022-12-13
11011,35-44,Алматы,до 200к,2020-12-05
11012,45-54,Алматы,до 200к,2022-10-30
11013,35-44,Атырау,до 200к,2024-09-23
11014,25-34,Актобе,200-400к,2023-08-31
11015,55+,Алматы,400-700к,2023-12-03
11016,35-44,Астана,200-400к,2020-10-31
11017,35-44,Алматы,200-400к,2024-08-20
11018,25-34,Шымкент,400-700к,2022-11-27
11019,18-24,Караганда,400-700к,2022-07-01
11020,35-44,Алматы,400-700к,2020-04-11
11021,25-34,Актобе,400-700к,2024-11-21
11022,55+,Астана,200-400к,2023-06-08
11023,55+,Караганда,200-400к,2021-09-16
11024,35-44,Караганда,200-400к,2022-12-05
11025,25-34,Астана,до 200к,2024-12-23
11026,35-44,Астана,400-700к,2024-08-05
11027,18-24,Алматы,700к+,2021-08-18
11028,45-54,Актобе,700к+,2024-05-14
11029,25-34,Караганда,до 200к,2020-01-16
11030,55+,Астана,до 200к,2022-05-15
11031,25-34,Костанай,до 200к,2023-01-01
11032,25-34,Атырау,400-700к,2023-08-10
11033,55+,Алматы,200-400к,2020-01-02
11034,35-44,Алматы,400-700к,2021-08-29
11035,45-54,Шымкент,700к+,2021-05-29
11036,45-54,Алматы,до 200к,2022-02-14
11037,35-44,Костанай,200-400к,2023-10-15
11038,25-34,Караганда,400-700к,2020-06-05
11039,35-44,Алматы,до 200к,2024-02-08
11040,45-54,Астана,200-400к,2020-07-20
11041,55+,Алматы,200-400к,2022-10-10
11042,25-34,Астана,200-400к,2024-06-25
11043,35-44,Алматы,700к+,2024-10-23
11044,25-34,Атырау,до 200к,2025-04-27
11045,35-44,Актобе,200-400к,2022-05-13
11046,45-54,Павлодар,700к+,2022-09-05
11047,45-54,Алматы,200-400к,2024-12-07
11048,25-34,Астана,400-700к,2020-09-12
11049,25-34,Атырау,700к+,2024-12-23
11050,25-34,Астана,до 200к,2020-06-25
11051,18-24,Астана,до 200к,2020-07-01
11052,25-34,Костанай,до 200к,2020-03-31
11053,45-54,Актобе,до 200к,2021-04-05
11054,25-34,Атырау,200-400к,2024-10-23
11055,25-34,Астана,до 200к,2021-02-19
11056,35-44,Шымкент,200-400к,2022-06-03
11057,25-34,Астана,400-700к,2024-05-29
11058,25-34,Астана,до 200к,2024-10-26
11059,55+,Алматы,200-400к,2022-05-27
11060,18-24,Атырау,до 200к,2021-12-26
11061,25-34,Астана,400-700к,2022-07-17
11062,35-44,Шымкент,200-400к,2023-03-22
11063,25-34,Атырау,до 200к,2021-10-06
11064,25-34,Актобе,700к+,2023-09-09
11065,25-34,Алматы,400-700к,2024-06-02
11066,25-34,Шымкент,200-400к,2020-04-10
11067,45-54,Астана,400-700к,2024-06-30
11068,25-34,Алматы,200-400к,2023-09-25
11069,25-34,Алматы,до 200к,2020-04-27
11070,25-34,Караганда,200-400к,2024-05-18
11071,55+,Актобе,400-700к,2022-09-18
11072,18-24,Костанай,700к+,2020-02-14
11073,45-54,Астана,200-400к,2020-06-12
11074,25-34,Астана,200-400к,2020-04-27
11075,55+,Алматы,400-700к,2022-03-24
11076,25-34,Костанай,400-700к,2022-11-10
11077,18-24,Атырау,до 200к,2021-04-25
11078,35-44,Костанай,200-400к,2025-04-26
11079,25-34,Астана,до 200к,2020-03-03
11080,35-44,Алматы,200-400к,2025-04-30
11081,35-44,Шымкент,400-700к,2020-10-29
11082,35-44,Астана,200-400к,2020-08-07
11083,25-34,Астана,200-400к,2022-09-10
11084,35-44,Алматы,200-400к,2024-03-01
11085,25-34,Алматы,до 200к,2023-08-14
11086,55+,Астана,400-700к,2024-05-05
11087,35-44,Павлодар,200-400к,2022-06-25
11088,35-44,Актобе,400-700к,2024-10-19
11089,45-54,Актобе,200-400к,2024-03-08
11090,35-44,Алматы,400-700к,2020-03-28
11091,35-44,Актобе,до 200к,2022-09-30
11092,25-34,Астана,200-400к,2025-04-28
11093,35-44,Алматы,200-400к,2023-12-23
11094,25-34,Астана,400-700к,2024-07-01
11095,18-24,Алматы,200-400к,2023-12-10
11096,45-54,Атырау,до 200к,2023-04-30
11097,18-24,Атырау,200-400к,2021-10-31
11098,35-44,Астана,400-700к,2020-05-13
11099,25-34,Шымкент,до 200к,2021-08-26
11100,25-34,Астана,200-400к,2021-04-25
11101,45-54,Алматы,400-700к,2023-12-19
11102,18-24,Караганда,до 200к,2021-11-24
11103,35-44,Актобе,200-400к,2021-12-08
11104,35-44,Актобе,400-700к,2024-09-10
11105,45-54,Алматы,до 200к,2021-01-26
11106,25-34,Шымкент,до 200к,2024-03-02
11107,45-54,Алматы,200-400к,2021-12-05
11108,25-34,Алматы,200-400к,2025-02-24
11109,25-34,Алматы,400-700к,2025-03-25
11110,25-34,Алматы,200-400к,2022-04-25
11111,25-34,Астана,200-400к,2024-04-12
11112,35-44,Астана,200-400к,2025-01-07
11113,18-24,Караганда,до 200к,2023-04-21
11114,25-34,Астана,200-400к,2024-11-26
11115,35-44,Алматы,до 200к,2023-09-28
11116,25-34,Костанай,700к+,2020-02-06
11117,25-34,Павлодар,до 200к,2023-05-01
11118,25-34,Алматы,до 200к,2021-04-23
11119,25-34,Астана,400-700к,2023-03-27
11120,35-44,Алматы,до 200к,2024-05-18
11121,45-54,Костанай,200-400к,2021-01-31
11122,35-44,Астана,700к+,2023-08-23
11123,35-44,Алматы,400-700к,2022-12-18
11124,18-24,Актобе,до 200к,2021-03-21
11125,55+,Актобе,до 200к,2024-02-27
11126,25-34,Алматы,200-400к,2024-04-11
11127,25-34,Астана,200-400к,2020-01-14
11128,25-34,Астана,до 200к,2021-09-25
11129,18-24,Алматы,до 200к,2020-05-26
11130,45-54,Астана,400-700к,2023-04-19
11131,25-34,Атырау,200-400к,2024-10-29
11132,25-34,Актобе,400-700к,2025-02-12
11133,25-34,Караганда,до 200к,2022-03-03
11134,55+,Караганда,200-400к,2021-04-24
11135,45-54,Шымкент,200-400к,2021-09-19
11136,45-54,Астана,200-400к,2020-04-20
11137,45-54,Актобе,200-400к,2021-11-30
11138,45-54,Алматы,до 200к,2023-08-13
11139,25-34,Алматы,400-700к,2020-02-06
11140,25-34,Алматы,400-700к,2023-12-27
11141,25-34,Актобе,до 200к,2024-08-14
11142,25-34,Шымкент,200-400к,2021-09-17
11143,35-44,Астана,700к+,2024-03-15
11144,18-24,Астана,200-400к,2022-07-25
11145,25-34,Атырау,200-400к,2025-05-30
11146,35-44,Алматы,400-700к,2022-09-29
11147,18-24,Астана,до 200к,2023-04-14
11148,18-24,Актобе,400-700к,2024-06-19
11149,18-24,Караганда,до 200к,2021-07-01
11150,35-44,Астана,400-700к,2023-10-18
11151,18-24,Алматы,200-400к,2024-08-29
11152,25-34,Костанай,до 200к,2021-06-29
11153,25-34,Астана,400-700к,2024-06-01
11154,35-44,Павлодар,200-400к,2021-06-30
11155,25-34,Актобе,200-400к,2023-05-04
11156,18-24,Атырау,400-700к,2021-10-11
11157,45-54,Алматы,200-400к,2023-06-11
11158,45-54,Астана,до 200к,2020-10-18
11159,25-34,Алматы,200-400к,2024-06-07
11160,25-34,Алматы,700к+,2020-09-25
11161,25-34,Алматы,до 200к,2021-11-01
11162,35-44,Астана,400-700к,2024-06-22
11163,25-34,Астана,200-400к,2020-07-11
11164,55+,Караганда,до 200к,2024-07-21
11165,45-54,Астана,400-700к,2022-03-12
11166,35-44,Алматы,200-400к,2021-06-04
11167,18-24,Астана,400-700к,2024-07-20
11168,45-54,Караганда,200-400к,2024-08-27
11169,35-44,Алматы,до 200к,2024-09-19
11170,45-54,Актобе,до 200к,2023-02-15
11171,18-24,Астана,200-400к,2021-01-30
11172,35-44,Шымкент,200-400к,2023-11-25
11173,45-54,Актобе,700к+,2023-11-07
11174,55+,Шымкент,400-700к,2024-10-26
11175,35-44,Караганда,400-700к,2024-01-14
11176,35-44,Павлодар,200-400к,2021-09-08
11177,25-34,Алматы,до 200к,2022-06-14
11178,35-44,Астана,400-700к,2023-08-17
11179,45-54,Павлодар,до 200к,2024-04-03
11180,35-44,Атырау,до 200к,2021-09-09
11181,25-34,Шымкент,до 200к,2021-06-03
11182,18-24,Алматы,700к+,2024-12-10
11183,35-44,Астана,400-700к,2025-06-07
11184,45-54,Атырау,до 200к,2021-08-22
11185,18-24,Караганда,700к+,2020-05-10
11186,25-34,Астана,400-700к,2023-06-04
11187,55+,Алматы,200-400к,2020-02-01
11188,35-44,Актобе,до 200к,2021-01-17
11189,25-34,Шымкент,200-400к,2022-11-19
11190,25-34,Костанай,200-400к,2022-01-09
11191,25-34,Астана,200-400к,2020-04-07
11192,18-24,Астана,200-400к,2021-12-03
11193,35-44,Астана,до 200к,2023-09-10
11194,35-44,Астана,200-400к,2024-02-09
11195,35-44,Астана,200-400к,2024-02-13
11196,35-44,Алматы,400-700к,2021-07-27
11197,18-24,Астана,до 200к,2023-08-19
11198,25-34,Алматы,400-700к,2021-10-16
11199,25-34,Атырау,700к+,2023-07-25
11200,18-24,Алматы,400-700к,2020-01-19
11201,35-44,Астана,200-400к,2022-03-29
11202,18-24,Караганда,400-700к,2021-09-23
11203,35-44,Алматы,400-700к,2023-08-27
11204,25-34,Шымкент,400-700к,2021-06-28
11205,18-24,Атырау,до 200к,2021-08-22
11206,25-34,Шымкент,до 200к,2022-12-25
11207,35-44,Астана,до 200к,2023-07-31
11208,35-44,Атырау,до 200к,2022-03-14
11209,45-54,Костанай,400-700к,2024-11-19
11210,18-24,Атырау,до 200к,2025-05-14
11211,35-44,Астана,400-700к,2023-04-27
11212,35-44,Шымкент,200-400к,2022-12-28
11213,25-34,Шымкент,200-400к,2022-11-07
11214,18-24,Астана,до 200к,2020-05-25
11215,25-34,Астана,200-400к,2022-04-03
11216,18-24,Атырау,до 200к,2024-06-06
11217,45-54,Астана,700к+,2023-10-18
11218,25-34,Павлодар,200-400к,2020-04-16
11219,35-44,Костанай,до 200к,2020-10-03
11220,35-44,Астана,до 200к,2024-08-01
11221,25-34,Алматы,200-400к,2024-01-09
11222,35-44,Костанай,200-400к,2022-03-21
11223,18-24,Алматы,700к+,2025-02-26
11224,25-34,Актобе,до 200к,2020-05-03
11225,18-24,Алматы,до 200к,2024-03-03
11226,25-34,Алматы,400-700к,2025-05-08
11227,25-34,Алматы,200-400к,2022-05-24
11228,35-44,Астана,200-400к,2022-09-17
11229,35-44,Павлодар,700к+,2021-02-28
11230,35-44,Алматы,200-400к,2024-09-05
11231,18-24,Алматы,200-400к,2023-12-22
11232,55+,Караганда,700к+,2022-04-21
11233,18-24,Костанай,до 200к,2021-04-14
11234,45-54,Астана,до 200к,2022-07-12
11235,35-44,Актобе,до 200к,2022-06-22
11236,35-44,Алматы,до 200к,2021-12-25
11237,25-34,Атырау,200-400к,2024-08-05
11238,35-44,Актобе,400-700к,2022-01-07
11239,35-44,Павлодар,700к+,2020-08-16
11240,18-24,Караганда,400-700к,2024-05-05
11241,45-54,Костанай,700к+,2023-12-31
11242,18-24,Астана,200-400к,2020-03-02
11243,35-44,Актобе,200-400к,2023-10-23
11244,35-44,Актобе,до 200к,2022-09-06
11245,45-54,Алматы,200-400к,2023-09-09
11246,25-34,Павлодар,200-400к,2021-06-15
11247,25-34,Актобе,до 200к,2020-12-22
11248,25-34,Атырау,700к+,2023-01-18
11249,25-34,Астана,до 200к,2020-04-18
11250,35-44,Атырау,400-700к,2021-03-06
11251,25-34,Астана,до 200к,2020-03-29
11252,45-54,Костанай,200-400к,2021-11-28
11253,25-34,Алматы,200-400к,2024-12-17
11254,25-34,Шымкент,до 200к,2022-12-02
11255,25-34,Алматы,до 200к,2024-01-17
11256,18-24,Актобе,200-400к,2024-01-23
11257,25-34,Астана,200-400к,2020-09-09
11258,25-34,Павлодар,200-400к,2025-03-06
11259,25-34,Павлодар,200-400к,2020-11-04
11260,25-34,Астана,до 200к,2021-05-01
11261,35-44,Атырау,до 200к,2023-08-04
11262,45-54,Караганда,400-700к,2022-08-23
11263,35-44,Астана,до 200к,2021-03-05
11264,25-34,Астана,200-400к,2021-11-28
11265,18-24,Алматы,200-400к,2022-03-28
11266,18-24,Алматы,400-700к,2023-04-27
11267,35-44,Шымкент,до 200к,2024-04-30
11268,35-44,Шымкент,200-400к,2022-01-02
11269,18-24,Астана,200-400к,2022-02-23
11270,25-34,Костанай,до 200к,2020-07-12
11271,25-34,Алматы,до 200к,2025-03-25
11272,25-34,Атырау,400-700к,2023-05-13
11273,55+,Атырау,200-400к,2021-06-03
11274,25-34,Актобе,до 200к,2020-03-12
11275,18-24,Шымкент,200-400к,2025-03-14
11276,25-34,Алматы,200-400к,2020-03-27
11277,18-24,Атырау,до 200к,2020-12-30
11278,18-24,Актобе,до 200к,2024-11-03
11279,25-34,Атырау,200-400к,2021-11-07
11280,25-34,Алматы,200-400к,2024-10-06
11281,18-24,Шымкент,200-400к,2023-01-05
11282,35-44,Астана,до 200к,2023-01-30
11283,35-44,Караганда,200-400к,2025-02-07
11284,18-24,Актобе,400-700к,2020-02-06
11285,45-54,Алматы,200-400к,2021-11-26
11286,25-34,Алматы,до 200к,2021-11-17
11287,55+,Алматы,до 200к,2024-01-05
11288,55+,Алматы,700к+,2021-11-23
11289,25-34,Алматы,до 200к,2024-10-26
11290,25-34,Алматы,200-400к,2023-12-12
11291,45-54,Астана,400-700к,2024-12-20
11292,25-34,Караганда,400-700к,2024-06-11
11293,25-34,Атырау,700к+,2024-02-03
11294,35-44,Астана,200-400к,2021-12-09
11295,25-34,Алматы,700к+,2023-12-26
11296,45-54,Актобе,до 200к,2022-04-23
11297,35-44,Астана,400-700к,2021-11-17
11298,45-54,Алматы,до 200к,2021-03-25
11299,35-44,Астана,700к+,2024-11-26
11300,35-44,Костанай,400-700к,2023-12-26
11301,35-44,Астана,400-700к,2020-04-08
11302,55+,Костанай,200-400к,2021-11-29
11303,55+,Алматы,до 200к,2023-03-06
11304,45-54,Алматы,200-400к,2023-11-11
11305,35-44,Алматы,до 200к,2021-09-05
11306,35-44,Актобе,400-700к,2023-11-14
11307,25-34,Шымкент,до 200к,2021-06-28
11308,45-54,Шымкент,до 200к,2020-11-08
11309,18-24,Костанай,до 200к,2020-06-23
11310,25-34,Шымкент,400-700к,2024-11-05
11311,25-34,Алматы,200-400к,2023-08-08
11312,35-44,Актобе,200-400к,2024-07-07
11313,35-44,Алматы,до 200к,2022-12-08
11314,25-34,Шымкент,200-400к,2023-03-12
11315,18-24,Атырау,200-400к,2021-08-05
11316,25-34,Астана,до 200к,2020-06-21
11317,25-34,Астана,400-700к,2023-12-01
11318,18-24,Шымкент,200-400к,2020-11-30
11319,35-44,Алматы,700к+,2024-10-15
11320,25-34,Астана,до 200к,2020-07-03
11321,25-34,Шымкент,200-400к,2025-05-07
11322,25-34,Алматы,700к+,2022-07-16
11323,35-44,Алматы,400-700к,2021-07-19
11324,45-54,Шымкент,200-400к,2021-06-15
11325,25-34,Астана,до 200к,2023-09-17
11326,25-34,Астана,200-400к,2024-07-19
11327,35-44,Костанай,200-400к,2022-08-08
11328,18-24,Алматы,до 200к,2022-05-21
11329,45-54,Алматы,до 200к,2024-10-23
11330,55+,Павлодар,200-400к,2022-06-23
11331,35-44,Алматы,до 200к,2021-10-23
11332,55+,Павлодар,400-700к,2025-01-17
11333,25-34,Караганда,до 200к,2024-05-24
11334,25-34,Шымкент,700к+,2023-03-01
11335,18-24,Алматы,200-400к,2020-01-23
11336,18-24,Астана,700к+,2022-02-13
11337,25-34,Атырау,400-700к,2025-05-09
11338,25-34,Алматы,до 200к,2025-05-20
11339,35-44,Актобе,до 200к,2023-09-08
11340,25-34,Атырау,до 200к,2022-07-13
11341,35-44,Караганда,400-700к,2024-09-15
11342,25-34,Алматы,до 200к,2023-03-05
11343,25-34,Актобе,400-700к,2020-04-29
11344,25-34,Актобе,400-700к,2022-02-03
11345,35-44,Алматы,200-400к,2021-10-09
11346,35-44,Павлодар,200-400к,2023-08-31
11347,35-44,Алматы,400-700к,2021-03-15
11348,18-24,Костанай,400-700к,2024-03-31
11349,25-34,Алматы,до 200к,2021-05-01
11350,55+,Алматы,до 200к,2023-06-11
11351,18-24,Караганда,200-400к,2021-08-24
11352,25-34,Алматы,до 200к,2021-05-11
11353,18-24,Алматы,200-400к,2023-11-11
11354,25-34,Алматы,700к+,2025-02-27
11355,25-34,Атырау,200-400к,2024-05-18
11356,25-34,Алматы,до 200к,2022-10-20
11357,35-44,Караганда,до 200к,2025-01-03
11358,45-54,Шымкент,700к+,2024-07-10
11359,25-34,Шымкент,до 200к,2025-01-09
11360,18-24,Астана,до 200к,2020-01-18
11361,45-54,Астана,200-400к,2024-06-14
11362,25-34,Костанай,200-400к,2022-11-01
11363,45-54,Актобе,200-400к,2023-10-28
11364,25-34,Павлодар,200-400к,2025-02-14
11365,35-44,Актобе,200-400к,2022-11-05
11366,45-54,Атырау,до 200к,2023-10-08
11367,25-34,Костанай,200-400к,2025-05-19
11368,45-54,Астана,400-700к,2020-08-16
11369,35-44,Павлодар,200-400к,2024-01-24
11370,45-54,Алматы,700к+,2023-11-20
11371,25-34,Алматы,до 200к,2021-01-15
11372,25-34,Астана,200-400к,2020-01-31
11373,18-24,Астана,200-400к,2023-06-19
11374,55+,Астана,200-400к,2022-01-07
11375,18-24,Шымкент,до 200к,2021-09-18
11376,18-24,Шымкент,200-400к,2021-04-18
11377,45-54,Павлодар,700к+,2022-12-25
11378,25-34,Астана,200-400к,2021-05-18
11379,35-44,Астана,до 200к,2020-05-28
11380,25-34,Караганда,до 200к,2020-03-23
11381,35-44,Караганда,200-400к,2021-06-03
11382,25-34,Атырау,до 200к,2023-05-19
11383,25-34,Астана,400-700к,2022-11-22
11384,35-44,Алматы,700к+,2024-01-23
11385,25-34,Костанай,700к+,2023-04-12
11386,25-34,Алматы,200-400к,2021-08-06
11387,25-34,Караганда,200-400к,2025-01-09
11388,35-44,Астана,200-400к,2023-03-19
11389,25-34,Астана,до 200к,2023-05-22
11390,25-34,Атырау,200-400к,2022-09-21
11391,25-34,Астана,до 200к,2022-04-26
11392,25-34,Алматы,до 200к,2025-06-09
11393,35-44,Актобе,400-700к,2022-02-17
11394,25-34,Алматы,400-700к,2024-06-12
11395,45-54,Алматы,700к+,2020-06-16
11396,35-44,Шымкент,200-400к,2025-03-07
11397,45-54,Астана,400-700к,2024-02-22
11398,35-44,Караганда,200-400к,2024-07-06
11399,25-34,Астана,до 200к,2021-09-30
11400,55+,Астана,200-400к,2023-08-08
11401,45-54,Астана,200-400к,2024-02-20
11402,35-44,Павлодар,200-400к,2020-05-22
11403,25-34,Алматы,400-700к,2023-07-22
11404,25-34,Павлодар,200-400к,2024-09-11
11405,35-44,Астана,700к+,2024-08-22
11406,25-34,Астана,до 200к,2024-03-02
11407,35-44,Актобе,400-700к,2024-11-21
11408,25-34,Астана,700к+,2021-07-18
11409,35-44,Шымкент,200-400к,2023-10-09
11410,25-34,Павлодар,400-700к,2021-06-22
11411,25-34,Атырау,400-700к,2024-09-21
11412,18-24,Шымкент,до 200к,2022-11-14
11413,45-54,Актобе,200-400к,2024-07-13
11414,35-44,Астана,200-400к,2021-07-20
11415,55+,Актобе,до 200к,2021-09-05
11416,35-44,Алматы,200-400к,2025-04-25
11417,35-44,Алматы,до 200к,2024-12-13
11418,35-44,Шымкент,до 200к,2021-01-22
11419,45-54,Алматы,700к+,2022-02-12
11420,55+,Актобе,700к+,2020-11-02
11421,35-44,Алматы,400-700к,2023-06-26
11422,18-24,Алматы,200-400к,2020-03-28
11423,35-44,Караганда,200-400к,2020-02-21
11424,18-24,Шымкент,до 200к,2023-01-10
11425,18-24,Костанай,200-400к,2024-11-25
11426,35-44,Алматы,400-700к,2024-01-20
11427,45-54,Алматы,200-400к,2023-10-23
11428,25-34,Алматы,200-400к,2023-03-18
11429,18-24,Астана,до 200к,2020-12-27
11430,45-54,Алматы,700к+,2021-02-20
11431,18-24,Актобе,до 200к,2023-05-19
11432,18-24,Алматы,200-400к,2025-01-20
11433,35-44,Павлодар,200-400к,2020-04-05
11434,45-54,Шымкент,200-400к,2022-01-28
11435,35-44,Караганда,200-400к,2021-01-12
11436,35-44,Алматы,200-400к,2020-10-08
11437,25-34,Алматы,200-400к,2021-12-07
11438,25-34,Астана,до 200к,2021-01-17
11439,35-44,Шымкент,700к+,2021-05-05
11440,45-54,Шымкент,400-700к,2022-05-26
11441,25-34,Астана,400-700к,2024-01-26
11442,25-34,Алматы,до 200к,2022-12-24
11443,25-34,Костанай,700к+,2022-12-23
11444,18-24,Алматы,400-700к,2023-04-17
11445,25-34,Алматы,200-400к,2021-03-26
11446,18-24,Астана,до 200к,2020-05-26
11447,45-54,Астана,до 200к,2020-02-26
11448,25-34,Астана,400-700к,2024-09-30
11449,35-44,Караганда,200-400к,2024-10-18
11450,35-44,Шымкент,200-400к,2021-11-03
11451,45-54,Караганда,400-700к,2024-04-17
11452,55+,Алматы,400-700к,2021-06-02
11453,25-34,Алматы,200-400к,2021-09-02
11454,18-24,Атырау,700к+,2023-10-07
11455,35-44,Алматы,до 200к,2025-01-28
11456,18-24,Астана,400-700к,2023-05-12
11457,25-34,Астана,200-400к,2025-04-02
11458,18-24,Актобе,до 200к,2025-06-08
11459,45-54,Алматы,200-400к,2020-02-29
11460,18-24,Павлодар,400-700к,2022-03-31
11461,25-34,Астана,200-400к,2022-08-01
11462,25-34,Костанай,до 200к,2021-01-01
11463,35-44,Астана,до 200к,2021-03-02
11464,25-34,Актобе,400-700к,2025-04-29
11465,45-54,Астана,до 200к,2020-12-24
11466,35-44,Атырау,до 200к,2022-08-22
11467,25-34,Астана,400-700к,2022-08-21
